"ITAG"	"GO"
"Solyc02g093090.1.1"	"0005794,0045492,0009834"
"Solyc02g093100.2.1"	"0004674,0005515,0006468,0005886,0005524,0004713,0009069"
"Solyc02g093110.2.1"	"0019789,0043687,0016579,0005524,0004842,0016567"
"Solyc02g093120.2.1"	"0000166,0003676"
"Solyc02g093130.1.1"	"0003677,0006355,0003700,0005667,0045449"
"Solyc02g093140.2.1"	"0009570,0005515"
"Solyc02g093150.2.1"	"0003677,0006355,0048316,0010073,0019953,0030154,0003700,0010093,0005667,0045449"
"Solyc02g093170.2.1"	"0005739,0009570"
"Solyc02g093180.2.1"	"0016740,0016747"
"Solyc02g093190.2.1"	"0003727,0009294,0009965,0006349,0010228,0005515,0045857,0005634,0016571"
"Solyc02g093200.2.1"	"0003677,0003727,0009294,0009965,0006349,0010228,0016740,0005515,0045857,0005634,0016571"
"Solyc02g093210.2.1"	"0005975,0006629,0023034,0035556,0046658,0016023,0004629,0007242,0009395"
"Solyc02g093220.2.1"	"0016874,0005515"
"Solyc02g093230.2.1"	"0008171,0042409,0046872,0009809,0032259,0009805,0009811"
"Solyc02g093240.1.1"	"0008171,0042409,0046872,0009809,0032259,0009805,0009811"
"Solyc02g093250.2.1"	"0008171,0042409,0046872,0009809,0032259,0009805,0009811"
"Solyc02g093270.2.1"	"0008171,0042409,0046872,0009809,0032259,0009805,0009811"
"Solyc02g093280.2.1"	"0005634,0045449,0048440,0010114,0009409,0010154,0010187,0007623,0005515,0016301"
"Solyc02g093290.2.1"	"0004516,0005737,0019358,0019363,0004514,0009435"
"Solyc02g093300.2.1"	"0003676,0003887,0005634,0006139,0006260,0009910,0009965,0001882,0003896,0003677,0008408,0006270,0000166,0006273,0042575,0005657,0005730,0006269,0006351"
"Solyc02g093310.2.1"	"0005975,0006629,0023034,0035556,0016023,0004629,0004672,0000166,0007242,0009395"
"Solyc02g093320.2.1"	"0006298,0005488,0007131,0005694"
"Solyc02g093330.2.1"	"0005215,0005643,0005515,0006810"
"Solyc02g093340.2.1"	"0000166,0003676,0030529,0003723"
"Solyc02g093350.2.1"	"0009536,0016020"
"Solyc02g093360.2.1"	"0004711,0006468,0005524,0004674,0009069,0004713"
"Solyc02g093370.2.1"	"0044464"
"Solyc02g093380.1.1"	"0004519,0008116,0005488"
"Solyc02g093390.2.1"	"0008757,0035064,0032259,0009536,0008168"
"Solyc02g093410.2.1"	"0004708,0006468,0005515,0004713,0004712,0005524,0004709,0005739,0007178,0009069"
"Solyc02g093420.2.1"	"0003700,0045449,0000077,0007275,0040020,0010332,0005739,0005667,0003677"
"Solyc02g093430.2.1"	"0016020,0003830,0006487"
"Solyc02g093440.2.1"	"0004335,0005737,0016310,0004340,0009702,0048868,0006020,0008266,0042546,0005524,0047940,0047912,0005982,0005985,0006012,0006094,0006096,0019872,0009117"
"Solyc02g093460.2.1"	"0006396,0009451,0009982,0001522,0005739,0003723"
"Solyc02g093490.2.1"	"0043967,0043966,0005634,0009651"
"Solyc02g093500.2.1"	"0004091,0004560,0006629,0016788,0009505"
"Solyc02g093520.2.1"	"0004842,0008270,0009690,0005886,0016567,0009850,0005515"
"Solyc02g093530.2.1"	"0003924,0005525,0005622,0007165,0007264,0015031,0005773,0005886,0005515,0006888,0009507,0006184,0006886,0006913"
"Solyc02g093540.2.1"	"0010012,0020037,0055114,0016132,0016023,0004497,0009647,0016020,0009055,0006118"
"Solyc02g093550.2.1"	"0008152,0008168,0032259"
"Solyc02g093580.2.1"	"0016829,0005576,0030570,0046872"
"Solyc02g093590.2.1"	"0005515"
"Solyc02g093610.2.1"	"0005739,0009536,0005515"
"Solyc02g093620.1.1"	"0005488,0009536"
"Solyc02g093630.2.1"	"0043231,0005886"
"Solyc02g093640.2.1"	"0008152,0045703,0055114,0009790,0018454,0005488,0004303,0042761,0042335,0016020,0005783,0008209,0008210"
"Solyc02g093650.2.1"	"0009055,0005507,0016023,0031225,0006118"
"Solyc02g093670.2.1"	"0010167"
"Solyc02g093680.2.1"	"0000104,0008270,0009055,0051536,0055114,0045281,0006099,0006121,0051537,0008177,0005739,0006118"
"Solyc02g093690.2.1"	"0005515,0043461,0005739"
"Solyc02g093700.2.1"	"0015184,0005774,0016023"
"Solyc02g093710.1.1"	"0009061"
"Solyc02g093720.2.1"	"0005886"
"Solyc02g093730.2.1"	"0055114,0005739,0005634,0003677"
"Solyc02g093740.2.1"	"0003677,0003700,0045449,0009737,0006355,0005667,0005515"
"Solyc02g093750.2.1"	"0016020,0046872"
"Solyc02g093760.2.1"	"0008270,0004672,0008152,0005515"
"Solyc02g093770.2.1"	"0031227,0006505,0016788,0016023,0005774,0006886"
"Solyc02g093790.2.1"	"0008152,0080031,0004091,0080032,0080030"
"Solyc02g093800.2.1"	"0000159,0019901,0007165,0005488,0009536,0008601"
"Solyc02g093820.2.1"	"0035265,0005625,0043241,0005515"
"Solyc02g093830.2.1"	"0004345,0008152,0055114,0050661,0046686,0009507,0005829,0009051,0006749"
"Solyc02g093840.2.1"	"0005515,0051536"
"Solyc02g093850.2.1"	"0003950,0005515"
"Solyc02g093860.2.1"	"0015171,0015800,0003333,0015175,0015804,0043090,0015172,0005886,0016021,0009536,0080167"
"Solyc02g093870.2.1"	"0015172,0015175,0015800,0003333,0015804,0043090,0005886,0016021,0009536,0080167"
"Solyc02g093880.2.1"	"0003677,0005515,0016740,0009507"
"Solyc02g093900.2.1"	"0020037,0045153,0005743,0070469,0009055,0006810,0016021,0022900,0006118"
"Solyc02g093910.2.1"	"0005515,0016023,0005794"
"Solyc02g093920.2.1"	"0005515,0000502,0009640,0008180,0000085,0010388"
"Solyc02g093930.2.1"	"0000228,0007062,0007067,0006302,0005515"
"Solyc02g093950.2.1"	"0030506,0005739,0005515"
"Solyc02g093960.2.1"	"0005773"
"Solyc02g093970.2.1"	"0004675,0005515,0006468,0016491,0005739,0004674,0005524,0004713,0009069"
"Solyc02g093980.2.1"	"0005886"
"Solyc02g093990.2.1"	"0006139,0019201,0044238,0005739,0044271,0048513,0009507,0044283,0005524"
"Solyc02g094000.1.1"	"0005509"
"Solyc02g094010.1.1"	"0006468,0016998,0005622,0004872,0004713,0007165,0004674,0005524,0009069"
"Solyc02g094040.2.1"	"0004806,0006629,0002213,0016298,0016042"
"Solyc02g094050.2.1"	"0009055,0031225,0005507,0006118"
"Solyc02g094060.2.1"	"0005247,0016020,0055085,0009705,0015706,0009671,0010167,0006821,0006812,0006857,0005515"
"Solyc02g094090.2.1"	"0000139,0019953,0009860"
"Solyc02g094100.2.1"	"0000287,0005524,0017111,0003677,0004003,0006281,0005657"
"Solyc02g094110.1.1"	"0019825,0020037,0016023,0004497,0009055,0055114,0006118"
"Solyc02g094120.2.1"	"0008482,0009055,0055114,0006790,0005777,0030151,0010477,0015994,0005739,0006118"
"Solyc02g094140.2.1"	"0005488,0005742,0015450,0016021,0005744,0045040,0009941"
"Solyc02g094150.2.1"	"0005515,0009536"
"Solyc02g094160.1.1"	"0016959,0042802,0055114,0006260,0046914,0007275,0051726,0009186,0012501,0004748,0006281,0005971,0006144,0006206"
"Solyc02g094170.2.1"	"0003676,0005622,0008270"
"Solyc02g094180.2.1"	"0004601,0005515,0055114,0020037,0006979,0006804"
"Solyc02g094190.2.1"	"0005774,0005739"
"Solyc02g094200.2.1"	"0005622,0008320,0008536,0005737,0006606,0005886,0005635,0008565"
"Solyc02g094210.1.1"	"0016023"
"Solyc02g094220.1.1"	"0031225,0012505,0016023"
"Solyc02g094250.2.1"	"0005747"
"Solyc02g094260.1.1"	"0009536"
"Solyc02g094270.1.1"	"0045449,0006351,0003700,0043565,0009536,0005667"
"Solyc02g094280.2.1"	"0015198,0055085,0005774,0006857"
"Solyc02g094290.1.1"	"0003700,0006351,0009653,0005667,0045449"
"Solyc02g094300.2.1"	"0008152,0005829,0009735,0019199,0009786,0030139,0009986,0006521,0010311,0048829,0016597,0042803,0005886,0009793,0007165"
"Solyc02g094310.1.1"	"0009507"
"Solyc02g094320.2.1"	"0005200,0005515,0009825,0006412,0005885,0007015,0010090,0003735,0005524,0016020,0022625,0042254"
"Solyc02g094330.2.1"	"0016787"
"Solyc02g094340.1.1"	"0006355"
"Solyc02g094350.2.1"	"0005886"
"Solyc02g094370.1.1"	"0000145,0005515,0006887,0090406,0005634,0005829"
"Solyc02g094380.1.1"	"0004674,0005515,0006468,0046777,0004871,0005739,0005792,0009816,0009069,0007165,0005524,0004713"
"Solyc02g094390.2.1"	"0008270,0016409,0055114,0005886,0032440"
"Solyc02g094400.2.1"	"0006071,0006629,0016023,0008889,0009395,0046486"
"Solyc02g094410.2.1"	"0071944,0005515,0005737"
"Solyc02g094420.2.1"	"0005524,0004765,0010027,0009658,0000287,0016310,0009570,0000162,0006571,0009094"
"Solyc02g094430.2.1"	"0003824,0008415,0009536,0042967"
"Solyc02g094440.2.1"	"0016021,0005774,0016023,0005783"
"Solyc02g094460.1.1"	"0003700,0006355,0016563,0010116,0010262,0003677,0009733,0009737,0006351,0010373"
"Solyc02g094470.2.1"	"0005315,0015320,0016020,0005743,0005515,0005618,0055085,0005774,0016021,0009507"
"Solyc02g094480.2.1"	"0004519,0034046,0005739,0005488,0009536"
"Solyc02g094500.2.1"	"0030173,0008373,0006486"
"Solyc02g094510.2.1"	"0005488,0009536,0050794,0006351"
"Solyc02g094520.2.1"	"0005634,0010385,0010216,0046974,0010428,0010429,0051567,0018022,0008327,0042393,0008270"
"Solyc02g094550.2.1"	"0005886"
"Solyc02g094560.2.1"	"0005886"
"Solyc02g094570.2.1"	"0006468,0016023,0005886,0004713,0005524,0004674,0009069"
"Solyc02g094580.2.1"	"0006468,0016023,0005886,0004713,0005524,0004674,0009069"
"Solyc02g094590.2.1"	"0005524,0006281,0006355,0008026,0003684,0004601,0003700,0009507,0006804,0006979,0005667,0045449"
"Solyc02g094600.2.1"	"0005488"
"Solyc02g094610.1.1"	"0005488"
"Solyc02g094620.1.1"	"0006886,0005488,0008565"
"Solyc02g094630.2.1"	"0005488"
"Solyc02g094640.2.1"	"0003987,0008152,0016208,0009570,0006083,0005829,0006094,0006096,0019643"
"Solyc02g094740.1.1"	"0005739"
"Solyc02g094830.2.1"	"0005739"
"Solyc02g094860.1.1"	"0008395,0019825,0020037,0055114,0050616,0016023,0009055,0004497,0042432,0006118"
"Solyc03g005000.2.1"	"0016020,0004222,0006508,0009507"
"Solyc03g005010.2.1"	"0031167,0009507,0008168"
"Solyc03g005020.2.1"	"0004806,0006629,0002213,0016298,0016042"
"Solyc03g005030.2.1"	"0046686,0009507"
"Solyc03g005040.1.1"	"0005509"
"Solyc03g005050.2.1"	"0006139,0016310,0005524,0019201,0005739"
"Solyc03g005060.2.1"	"0005886"
"Solyc03g005080.2.1"	"0055114,0006783,0005488,0005743,0004729,0015995,0009706,0009793"
"Solyc03g005090.2.1"	"0008152,0016491,0005515"
"Solyc03g005100.2.1"	"0008152,0080031,0004091,0080032,0080030"
"Solyc03g005120.2.1"	"0015184,0005774,0016023"
"Solyc03g005130.1.1"	"0005515,0005529,0006468,0048544,0004872,0004713,0005524,0004674,0007165,0009069"
"Solyc03g005140.1.1"	"0008506,0016020,0016021,0012505,0055085,0006869,0005351,0008643,0055114,0032440"
"Solyc03g005150.2.1"	"0008506,0016020,0016021,0055085,0006869,0005351,0008643,0055114,0032440"
"Solyc03g005160.2.1"	"0055114,0009851,0008131,0050302,0005507,0009834,0005618,0006568,0048038"
"Solyc03g005170.2.1"	"0008270,0043229,0006355,0003677,0008080,0042967,0005515"
"Solyc03g005180.1.1"	"0005840,0003735,0006412,0042254"
"Solyc03g005190.2.1"	"0022900,0051536,0046872,0009055,0051537,0009507,0006118"
"Solyc03g005200.2.1"	"0006869,0031225,0008289"
"Solyc03g005210.2.1"	"0008289,0016023,0031225,0009561,0006869"
"Solyc03g005220.2.1"	"0003677,0003684,0005634,0005730,0000786,0006334"
"Solyc03g005230.2.1"	"0008152,0051741,0032259,0008168,0009706"
"Solyc03g005240.1.1"	"0005509,0019722,0055114,0005513,0005515,0032440"
"Solyc03g005250.2.1"	"0000103,0004781,0030931,0048573,0019252,0009570,0008878,0046686,0005886,0048046,0006144,0005978,0005985"
"Solyc03g005260.2.1"	"0000103,0004781,0030931,0048573,0019252,0009570,0008878,0046686,0005886,0048046,0006144,0005978,0005985"
"Solyc03g005270.2.1"	"0005102,0016021,0032403,0016023,0005773,0006810"
"Solyc03g005280.2.1"	"0004190,0006508,0006629,0005773,0009651"
"Solyc03g005300.2.1"	"0005525,0005622,0015031,0007264,0006886"
"Solyc03g005310.2.1"	"0005488,0005634,0048366,0016757,0009908"
"Solyc03g005320.2.1"	"0008152,0008415,0009922,0016020,0006633,0009611,0009409,0010345,0006970,0009416,0009923,0042967"
"Solyc03g005330.1.1"	"0004679,0006468,0007165,0005515,0004674,0005739,0009069,0005524,0004713"
"Solyc03g005340.2.1"	"0004252,0006508,0005773,0070009,0009507"
"Solyc03g005350.2.1"	"0003700,0005634,0045449"
"Solyc03g005360.1.1"	"0005634"
"Solyc03g005380.2.1"	"0005096,0005515,0030127,0006886,0006888,0008270,0005215"
"Solyc03g005390.2.1"	"0015095,0016020,0055085,0015693"
"Solyc03g005410.2.1"	"0004605,0016020,0012505,0016021,0008654,0046486"
"Solyc03g005420.1.1"	"0016324,0071456,0005901,0009877,0005774,0051819,0048364"
"Solyc03g005430.2.1"	"0043424"
"Solyc03g005440.2.1"	"0003723,0032259"
"Solyc03g005450.2.1"	"0016020,0016759,0016760,0030244,0005982,0005985,0006011"
"Solyc03g005460.2.1"	"0004842,0005524,0008270,0016818,0009294,0009941,0000724,0003677,0004386,0005515"
"Solyc03g005470.2.1"	"0016023,0005783"
"Solyc03g005480.2.1"	"0016020,0005739"
"Solyc03g005490.2.1"	"0008270,0055114,0005515"
"Solyc03g005500.1.1"	"0003677,0003700,0006355,0006351,0010200,0050794,0005667,0045449"
"Solyc03g005510.1.1"	"0003677,0003700,0006355,0006351,0010200,0009873,0005667,0045449"
"Solyc03g005520.1.1"	"0003677,0003700,0006355,0016563,0006952,0009867,0009873,0005667,0045449"
"Solyc03g005530.1.1"	"0005315,0016021,0006817,0055085"
"Solyc03g005540.1.1"	"0008270"
"Solyc03g005560.1.1"	"0005315,0016021,0006817,0055085"
"Solyc03g005570.2.1"	"0003677,0003700,0005515,0045449,0009753,0046686,0010200,0009733,0009723,0009651"
"Solyc03g005580.2.1"	"0045735"
"Solyc03g005590.1.1"	"0005086,0008270,0035091,0046872,0003682,0008536,0007165,0000785"
"Solyc03g005600.2.1"	"0005794,0016023,0005774,0032259,0005634,0008270,0008168"
"Solyc03g005610.2.1"	"0043008,0005515"
"Solyc03g005620.2.1"	"0007018,0009524,0003777,0005524,0005874"
"Solyc03g005650.1.1"	"0005515,0006915,0006952,0005524"
"Solyc03g005660.2.1"	"0005515,0006915,0006952,0005524"
"Solyc03g005670.2.1"	"0005515,0006915,0006952,0005524"
"Solyc03g005680.2.1"	"0000166,0003676,0008266,0003723"
"Solyc03g005690.2.1"	"0046739,0009506,0010497"
"Solyc03g005700.1.1"	"0015450,0005742,0006626,0005774,0009941"
"Solyc03g005710.1.1"	"0005488"
"Solyc03g005720.2.1"	"0016020,0005515"
"Solyc03g005730.2.1"	"0004409,0008152,0008652,0009098,0003861,0051539,0009570,0046686,0019761,0050486,0009097,0009099,0009316"
"Solyc03g005740.1.1"	"0016021,0043022,0008233,0016023,0006465,0005739,0005787"
"Solyc03g005750.2.1"	"0005515"
"Solyc03g005760.1.1"	"0005515,0016020,0016168,0046872,0009765,0009523,0018298,0016021,0009522,0009535"
"Solyc03g005770.1.1"	"0005515,0016020,0016168,0046872,0009765,0009523,0018298,0016021,0009522,0009535"
"Solyc03g005780.1.1"	"0016020,0016168,0046872,0009765,0009523,0018298,0016021,0009522,0009535"
"Solyc03g005790.2.1"	"0016020,0046872,0009765,0009523,0018298,0016168,0016021,0009522,0009535"
"Solyc03g005800.2.1"	"0004577,0043495,0012505,0016020,0016023,0016740"
"Solyc03g005820.2.1"	"0005345,0016020,0009624"
"Solyc03g005830.2.1"	"0016413,0012505,0016020,0016023,0042967"
"Solyc03g005840.1.1"	"0015271,0009705,0005267,0071805"
"Solyc03g005860.2.1"	"0008559,0016021,0016887,0017111,0006810,0042626,0043190,0005524,0005886,0055085"
"Solyc03g005870.2.1"	"0000340,0005737,0003743,0005840,0006446"
"Solyc03g005880.2.1"	"0016021,0016023,0005886,0006810"
"Solyc03g005890.1.1"	"0009739"
"Solyc03g005900.2.1"	"0004091,0006629,0016298,0012505,0048046,0005618,0009507"
"Solyc03g005910.2.1"	"0004091,0006629,0048046,0016787,0005618,0009507"
"Solyc03g005920.2.1"	"0004713,0006468,0009966,0005737,0005886,0005515,0004712,0005524,0004709,0005634,0007178,0009069"
"Solyc03g005930.2.1"	"0004112,0005622,0006388,0005737"
"Solyc03g005940.2.1"	"0005739,0009536"
"Solyc03g005950.1.1"	"0016020,0042936,0009624,0005886,0005215,0006857"
"Solyc03g005960.2.1"	"0004702,0005515,0006468,0044464,0005524,0004674,0004713,0009069"
"Solyc03g005970.2.1"	"0008270"
"Solyc03g005980.2.1"	"0015250,0016020,0016021,0015700,0005886,0080170,0046685,0015105,0006833"
"Solyc03g006000.2.1"	"0003677,0005634,0003700,0043565,0010200,0006950,0006355,0005667,0045449"
"Solyc03g006010.2.1"	"0016023"
"Solyc03g006020.2.1"	"0005515"
"Solyc03g006030.2.1"	"0005515,0006468,0019199,0004674,0005524,0004713,0009069"
"Solyc03g006050.2.1"	"0009987,0005886"
"Solyc03g006060.2.1"	"0005515,0008270"
"Solyc03g006070.2.1"	"0004696,0006468,0009825,0005829,0046777,0004674,0046827,0042538,0009965,0042802,0009733,0005524,0050321,0009729,0009742,0005886,0009069,0004713"
"Solyc03g006080.2.1"	"0005515,0006468,0019199,0004674,0005524,0004713,0009069"
"Solyc03g006100.2.1"	"0005515,0006468,0019199,0004674,0005524,0004713,0009069"
"Solyc03g006110.2.1"	"0004683,0006468,0007165,0005524,0009737,0005829,0009069,0004713"
"Solyc03g006120.2.1"	"0010182,2000033,0009738"
"Solyc03g006130.2.1"	"0004675,0005515,0006468,0043231,0044444,0048765,0004674,0005524,0004713,0009069"
"Solyc03g006140.2.1"	"0017040,0012505,0005774,0006687,0006807"
"Solyc03g006150.2.1"	"0045449,0005634,0003677,0009536,0005515"
"Solyc03g006160.1.1"	"0009507"
"Solyc03g006170.2.1"	"0016023"
"Solyc03g006200.1.1"	"0004197,0006508,0008234,0016491"
"Solyc03g006210.1.1"	"0004197,0006508,0008234"
"Solyc03g006220.2.1"	"0012505,0005773,0004557,0001575,0006012,0046486"
"Solyc03g006230.1.1"	"0006629,0016788,0016020"
"Solyc03g006240.2.1"	"0004091,0006629,0016788,0016023"
"Solyc03g006250.2.1"	"0004091,0006629,0016298,0005773,0005618,0016042"
"Solyc03g006260.2.1"	"0005509,0005773,0016021,0055085"
"Solyc03g006270.2.1"	"0003924,0005525,0005622,0007165,0007264,0015031,0046686,0005886,0006184,0006886,0006913"
"Solyc03g006290.2.1"	"0016020"
"Solyc03g006300.1.1"	"0004675,0005515,0006468,0004674,0004871,0006355,0007169,0016491,0005524,2000034,0003700,0010030,0016020,0009069,0005667,0045449,0004713"
"Solyc03g006310.2.1"	"0005739,0009536"
"Solyc03g006320.1.1"	"0003677,0006355,0050896,0050794,0006351,0003700,0005667,0045449"
"Solyc03g006330.2.1"	"0005515,0043231,0044444,0007165,0008152,0003824"
"Solyc03g006350.2.1"	"0008270,0005488,0050789"
"Solyc03g006360.2.1"	"0009749,0009750,0009744"
"Solyc03g006390.1.1"	"0009908,0048358,0044444,0045892,0009827,0009790,0005515,0003697"
"Solyc03g006400.2.1"	"0006468,0005886,0004712,0005524,0005829,0004674,0005739,0009069,0004713"
"Solyc03g006410.2.1"	"0009507"
"Solyc03g006420.2.1"	"0003677,0005524,0008270,0010385,0017111,0000808,0006355,0006260,0009536,0005515,0009567,0005634"
"Solyc03g006440.1.1"	"0005515,0016291,0005777,0006637"
"Solyc03g006450.1.1"	"0005515,0016291,0005777,0006637"
"Solyc03g006460.2.1"	"0017128,0005739,0009536"
"Solyc03g006470.2.1"	"0009611,0005515"
"Solyc03g006480.1.1"	"0016787,0003677,0004003,0005524,0006281,0005657"
"Solyc03g006490.2.1"	"0005829,0005634,0005886"
"Solyc03g006500.2.1"	"0004672,0005515,0006468,0004872,0005524,0004674,0007165,0009069,0004713"
"Solyc03g006510.2.1"	"0030132,0005198,0006886,0016192,0030130"
"Solyc03g006520.2.1"	"0005515,0005634,0006397,0009536"
"Solyc03g006540.2.1"	"0009507"
"Solyc03g006550.2.1"	"0008152,0016829,0016838,0006950,0042221,0051707,0000287"
"Solyc03g006560.2.1"	"0004622,0016787"
"Solyc03g006570.2.1"	"0005524,0008270,0009553,0004386,0003677,0005515"
"Solyc03g006580.2.1"	"0005515,0016021"
"Solyc03g006610.2.1"	"0032312,0005829,0008060,0008270,0005768,0032857,0010227,0005802"
"Solyc03g006630.2.1"	"0007205,0017050,0004143,0009845,0008481,0009705,0009737,0001729,0009395,0046486,0006687"
"Solyc03g006650.1.1"	"0008506,0016020,0016021,0009624,0005773,0005886,0055085,0005351,0008643,0009735,0009825,0005634,0055114,0032440"
"Solyc03g006660.2.1"	"0004672,0005739"
"Solyc03g006670.2.1"	"0004693,0005634"
"Solyc03g006680.2.1"	"0006950,0046872,0006457,0005886,0004672,0031072,0006468,0005524,0051082,0005829,0009408"
"Solyc03g006690.1.1"	"0050660,0005618,0006979,0016491,0055114"
"Solyc03g006700.2.1"	"0004601,0005515,0055114,0006979,0016023,0020037,0006804"
"Solyc03g006710.1.1"	"0005509"
"Solyc03g006720.1.1"	"0004674,0005529,0006468,0019199,0048544,0031625,0046777,0005524,0004713,0009069"
"Solyc03g006730.1.1"	"0004674,0005529,0006468,0008152,0019199,0048544,0031625,0046777,0005524,0004713,0009069"
"Solyc03g006740.1.1"	"0005488,0009987"
"Solyc03g006750.1.1"	"0006915,0006952,0005524"
"Solyc03g006770.2.1"	"0004674,0005529,0006468,0019199,0048544,0046777,0071215,0031625,0005773,0004675,0005634,0005886,0007178,0009069,0005524,0004713"
"Solyc03g006780.2.1"	"0004674,0005529,0006468,0019199,0048544,0004672"
"Solyc03g006790.1.1"	"0006468,0005529,0048544,0005524,0004674,0009069"
"Solyc03g006800.1.1"	"0003700,0005634"
"Solyc03g006810.2.1"	"0004601,0055114,0020037,0006979,0006804"
"Solyc03g006820.2.1"	"0055114,0016705,0031418,0005506"
"Solyc03g006830.2.1"	"0003700,0005515,0005634,0006351,0043565,0005667,0045449"
"Solyc03g006860.2.1"	"0006014,0008865,0008959,0004747,0046686,0016310,0009570,0006098,0005982,0005985,0006000,0006013"
"Solyc03g006870.2.1"	"0000287,0004614,0005975,0009409,0009941,0019252,0010167,0009570,0009590,0010319,0048046,0005985,0006012,0006094,0006096,0006098,0019872"
"Solyc03g006880.2.1"	"0016491,0045544,0055114,0005506"
"Solyc03g006890.1.1"	"0004674,0005515,0006468,0004715,0005524,0005739,0009069"
"Solyc03g006900.1.1"	"0004672,0005524,0006468"
"Solyc03g006910.2.1"	"0003700,0005634,0045449,0006355"
"Solyc03g006920.2.1"	"0006468,0005886,0004674,0005524,0004713,0009069"
"Solyc03g006930.1.1"	"0003824,0004722,0008022,0008287,0016787,0009737"
"Solyc03g006940.1.1"	"0003824,0004722,0008022,0008287,0016787,0009737"
"Solyc03g006950.1.1"	"0003824,0016787,0009737"
"Solyc03g006960.2.1"	"0003824,0008287,0016787,0009737"
"Solyc03g006970.1.1"	"0003824,0004252,0006508,0043086,0042802,0009505,0048359,0016023,0080001,0048046"
"Solyc03g006980.2.1"	"0004560,0005515,0005975,0007155,0005773,0043169,0016023,0006516"
"Solyc03g006990.1.1"	"0004519,0005506"
"Solyc03g007000.2.1"	"0016020,0004222,0006508"
"Solyc03g007010.2.1"	"0004004,0005524,0005576,0005634,0008026,0017151,0003723,0016070,0004672,0005730,0009536"
"Solyc03g007020.1.1"	"0005634,0017075,0009559,0009960,0005515,0003700,0006351,0005667,0045449,0043565"
"Solyc03g007030.2.1"	"0042803,0043231,0009570,0051537,0000166"
"Solyc03g007040.2.1"	"0015386,0015503,0016021,0055085,0006813,0005739,0015992"
"Solyc03g007050.2.1"	"0004675,0005515,0006468,0004674,0010103,0016021,0009553,0048481,0016023,0005524,0004721,0009069,0006470,0004713"
"Solyc03g007070.2.1"	"0009058,0030170,0042803,0008793,0009693,0042218,0004069,0016847,0000162,0006571,0009094,0009821,0006107,0006522,0006525,0006531,0006534,0006536,0006560,0015976,0006519"
"Solyc03g007090.1.1"	"0009536"
"Solyc03g007100.2.1"	"0003730,0005515,0005634,0006378,0003676,0006379"
"Solyc03g007110.2.1"	"0019538,0009941,0005524,0009570,0009579,0043424"
"Solyc03g007120.2.1"	"0010150,0005739"
"Solyc03g007130.2.1"	"0008017,0000911,0000280,0055028,0046785,0009574,0052096,0009624,0009524,0045298"
"Solyc03g007140.2.1"	"0006355,0003677"
"Solyc03g007150.2.1"	"0003677,0005730,0005739"
"Solyc03g007160.1.1"	"0016491,0055114"
"Solyc03g007170.2.1"	"0005528,0006457,0042393,0003676,0000413,0005730,0003755,0016023,0006334,0009543"
"Solyc03g007180.1.1"	"0003676"
"Solyc03g007190.2.1"	"0005515,0005774,0005886"
"Solyc03g007200.1.1"	"0005515,0008152,0032440,0055114,0006979,0046686,0005886,0005634,0008270,0005829"
"Solyc03g007210.2.1"	"0004675,0006468,0004872,0008353,0005524,0007165,0009069,0004713"
"Solyc03g007230.2.1"	"0003824,0005975,0008287,0009788,0010360,0009414,0009409,0010119,0004722,0019901,0006470"
"Solyc03g007240.2.1"	"0003824,0004766,0005737,0008295,0005515,0016768,0032259,0030750,0006525,0006560,0019482,0009821"
"Solyc03g007250.1.1"	"0030551,0006816,0055085,0005242,0006813,0005221,0005516,0008076,0005622,0017071"
"Solyc03g007260.2.1"	"0016020,0030551,0006816,0055085,0005242,0006813,0005221,0005516,0008076,0005622,0017071"
"Solyc03g007270.2.1"	"0003824,0008287,0046872,0004722,0006470,0005739"
"Solyc03g007280.2.1"	"0006457,0031072,0051082,0006950"
"Solyc03g007290.2.1"	"0004805,0005992,0006508,0008152,0005982,0005985"
"Solyc03g007300.1.1"	"0005840,0006412,0005762,0000311,0003735,0009507,0019843,0042254"
"Solyc03g007320.2.1"	"0000166,0005515,0043484,0003723,0006417,0000932,0006200,0004222,0006508,0016491,0005524,0016887,0009846,0030163,0016020,0005634"
"Solyc03g007330.2.1"	"0004176,0005524,0006508,0016020,0016021,0017111,0003676,0005739,0006200,0010304,0009408,0004222,0008568,0009507,0009644,0006510"
"Solyc03g007350.1.1"	"0004519,0005739,0005488"
"Solyc03g007360.2.1"	"0016021,0005887,0009536,0051119,0008643"
"Solyc03g007370.2.1"	"0003677,0003899,0006355,0010114,0009536,0006352,0009637,0003700,0016987,0010218,0005730,0006144,0006206,0005667,0045449"
"Solyc03g007380.1.1"	"0045449,0003700,0043565,0005667"
"Solyc03g007410.2.1"	"0003677,0003700,0005634,0045449,0010374"
"Solyc03g007430.2.1"	"0000095,0016020,0016530,0004438,0005488,0005743,0006839,0016021,0052629"
"Solyc03g007440.2.1"	"0009707,0010020"
"Solyc03g007460.1.1"	"0003677,0006355,0048827,0009987,0003700,0005667,0045449"
"Solyc03g007470.2.1"	"0004842,0043687,0005886,0016567,0006511,0005524"
"Solyc03g007480.2.1"	"0016459,0005886,0003774"
"Solyc03g007490.2.1"	"0031966"
"Solyc03g007500.2.1"	"0009707,0010020"
"Solyc03g007510.2.1"	"0003677,0046983"
"Solyc03g007520.2.1"	"0005515"
